"WeekNum","Province","WeekStart","TestVol","nit","rit","dit","ait","Vaccine1Dose","Vaccine2Dose"
74,"Ontario",2021-08-19,167561,4377,3263,41,4243,10712555,9756368
74,"Prince Edward Island",2021-08-19,1358,4,6,0,8,127262,108910
74,"Quebec",2021-08-19,120967,3260,2498,7,3285,6400901,5790107
74,"Repatriated travellers",2021-08-19,0,0,0,0,0,0,0
74,"Saskatchewan",2021-08-19,16008,1214,747,6,1203,762464,678988
74,"Yukon",2021-08-19,328,23,24,0,47,32164,30313
75,"Alberta",2021-08-26,70640,7571,3750,27,9066,2898859,2616799
75,"British Columbia",2021-08-26,89991,4884,4231,16,5793,3888929,3531323
75,"Canada",2021-08-26,538528,23699,16801,107,26885,27763468,25386199
75,"Manitoba",2021-08-26,14216,324,250,1,443,983935,914349
75,"New Brunswick",2021-08-26,8451,77,114,0,158,581700,519693
75,"Newfoundland and Labrador",2021-08-26,3054,24,10,0,20,416570,362859
75,"Northwest Territories",2021-08-26,1218,103,213,0,244,29166,27186
75,"Nova Scotia",2021-08-26,19437,49,39,0,50,755395,687598
75,"Nunavut",2021-08-26,248,0,0,0,0,23544,20799
75,"Ontario",2021-08-26,173906,4909,4144,44,5305,10797333,9913501
75,"Prince Edward Island",2021-08-26,1374,8,6,0,6,128068,113167
75,"Quebec",2021-08-26,135029,3899,3039,4,4169,6459251,5961147
75,"Repatriated travellers",2021-08-26,0,0,0,0,0,0,0
75,"Saskatchewan",2021-08-26,20964,1843,984,15,1602,768407,687223
75,"Yukon",2021-08-26,451,8,21,0,29,32311,30555
76,"Alberta",2021-09-02,78323,8809,5439,42,12868,2925095,2649799
76,"British Columbia",2021-09-02,86611,4711,4893,24,6270,3925357,3581541
76,"Canada",2021-09-02,545485,26284,21053,145,33493,28005087,25764257
76,"Manitoba",2021-09-02,13909,302,342,8,430,995895,929823
76,"New Brunswick",2021-09-02,6787,94,108,1,122,582066,520680
76,"Newfoundland and Labrador",2021-09-02,5447,34,21,0,34,418923,371370
76,"Northwest Territories",2021-09-02,748,61,65,0,123,29390,27365
76,"Nova Scotia",2021-09-02,20935,52,51,0,60,758774,695171
76,"Nunavut",2021-09-02,198,1,0,0,0,23709,20964
76,"Ontario",2021-09-02,168638,5126,4894,53,6031,10886925,10032786
76,"Prince Edward Island",2021-09-02,1822,3,7,0,8,128814,115728
76,"Quebec",2021-09-02,140706,4538,3634,8,5058,6522870,6093091
76,"Repatriated travellers",2021-09-02,0,0,0,0,0,0,0
76,"Saskatchewan",2021-09-02,21361,2547,1588,8,2466,774851,695216
76,"Yukon",2021-09-02,402,6,11,1,23,32418,30723
77,"Alberta",2021-09-09,90123,10766,7893,70,15977,2947934,2672005
77,"British Columbia",2021-09-09,83056,4916,4666,31,6021,3961804,3621544
77,"Canada",2021-09-09,601395,30116,24922,198,38133,28259901,26113226
77,"Manitoba",2021-09-09,16053,413,263,5,456,1004844,940002
77,"New Brunswick",2021-09-09,8201,261,79,1,122,590323,534004
77,"Newfoundland and Labrador",2021-09-09,6819,31,22,0,47,421222,375906
77,"Northwest Territories",2021-09-09,1369,157,87,0,107,29665,27612
77,"Nova Scotia",2021-09-09,19450,170,72,0,74,764090,704444
77,"Nunavut",2021-09-09,351,1,1,0,1,23999,21124
77,"Ontario",2021-09-09,169922,5057,5101,60,6056,10997962,10172209
77,"Prince Edward Island",2021-09-09,3280,24,1,0,4,129467,117665
77,"Quebec",2021-09-09,177704,5391,4519,17,5837,6575570,6193860
77,"Repatriated travellers",2021-09-09,0,0,0,0,0,0,0
77,"Saskatchewan",2021-09-09,25067,2914,2207,14,3415,780504,701971
77,"Yukon",2021-09-09,515,15,11,0,16,32517,30880
78,"Alberta",2021-09-16,109446,11226,9244,99,18706,3031198,2725104
78,"British Columbia",2021-09-16,86249,4457,4756,37,6226,4007201,3668426
78,"Canada",2021-09-16,708621,30181,27486,232,43148,28566606,26478918
78,"Manitoba",2021-09-16,19301,403,402,4,599,1013099,950033
78,"New Brunswick",2021-09-16,12931,448,183,1,337,596068,540322
78,"Newfoundland and Labrador",2021-09-16,7586,58,30,0,56,423500,382338
78,"Northwest Territories",2021-09-16,1050,155,97,1,195,29884,27931
78,"Nova Scotia",2021-09-16,24035,151,183,0,173,771532,713839
78,"Nunavut",2021-09-16,462,4,0,0,1,24272,21298
78,"Ontario",2021-09-16,209465,4842,4886,41,6129,11088718,10301653
78,"Prince Edward Island",2021-09-16,6630,27,7,0,37,130394,119518
78,"Quebec",2021-09-16,203846,5131,5135,27,6607,6627165,6286039
78,"Repatriated travellers",2021-09-16,0,0,0,0,0,0,0
78,"Saskatchewan",2021-09-16,27620,3266,2554,22,4064,790969,711373
78,"Yukon",2021-09-16,501,13,9,0,18,32606,31044
79,"Alberta",2021-09-23,106190,11420,11315,103,20180,3089325,2763880
79,"British Columbia",2021-09-23,104249,5308,4514,43,6097,4047010,3719131
79,"Canada",2021-09-23,754068,30553,30691,282,44975,28838702,26837965
79,"Manitoba",2021-09-23,23245,581,483,4,496,1018930,959560
79,"New Brunswick",2021-09-23,16625,511,403,8,575,607455,549644
79,"Newfoundland and Labrador",2021-09-23,13739,138,50,1,84,426570,387043
79,"Northwest Territories",2021-09-23,674,185,160,4,233,30082,28175
79,"Nova Scotia",2021-09-23,27595,227,127,3,147,778358,721789
79,"Nunavut",2021-09-23,429,1,4,0,4,24594,21574
79,"Ontario",2021-09-23,224361,4271,5080,53,5845,11191067,10464086
79,"Prince Edward Island",2021-09-23,3705,9,47,0,47,131385,121043
79,"Quebec",2021-09-23,205511,4551,5082,29,6518,6655854,6348314
79,"Repatriated travellers",2021-09-23,0,0,0,0,0,0,0
79,"Saskatchewan",2021-09-23,27745,3322,3409,34,4715,805457,722620
79,"Yukon",2021-09-23,471,29,17,0,34,32615,31106
80,"Alberta",2021-09-30,95755,9299,10586,107,20255,3136368,2802512
80,"British Columbia",2021-09-30,103535,4879,5057,39,7289,4070961,3770596
80,"Canada",2021-09-30,729929,26999,29445,293,45235,29059984,27173543
80,"Manitoba",2021-09-30,22003,668,490,3,768,1024702,970469
80,"New Brunswick",2021-09-30,19710,653,522,13,691,617874,559622
80,"Newfoundland and Labrador",2021-09-30,10320,86,116,2,171,430575,393461
80,"Northwest Territories",2021-09-30,598,286,171,0,283,30295,28385
80,"Nova Scotia",2021-09-30,28684,226,195,1,224,784933,729747
80,"Nunavut",2021-09-30,286,0,1,0,2,24864,21868
80,"Ontario",2021-09-30,221957,4015,4377,48,4947,11272941,10603783
80,"Prince Edward Island",2021-09-30,4127,7,7,0,9,132404,122594
80,"Quebec",2021-09-30,198929,3781,4600,31,5894,6681955,6404431
80,"Repatriated travellers",2021-09-30,0,0,0,0,0,0,0
80,"Saskatchewan",2021-09-30,24025,3070,3296,48,4669,819561,734980
80,"Yukon",2021-09-30,491,29,27,1,33,32551,31095
81,"Alberta",2021-10-07,86408,6520,11117,97,18411,3175136,2843586
81,"British Columbia",2021-10-07,98809,4062,4778,41,6346,4096828,3813739
81,"Canada",2021-10-07,696721,23079,28475,255,41549,29268315,27487071
81,"Manitoba",2021-10-07,21118,678,595,10,868,1031804,981525
81,"New Brunswick",2021-10-07,19431,708,399,10,826,625786,566026
81,"Newfoundland and Labrador",2021-10-07,7228,40,107,3,125,435167,399763
81,"Northwest Territories",2021-10-07,541,232,271,1,418,30513,28682
81,"Nova Scotia",2021-10-07,24950,169,236,0,247,792389,739169
81,"Nunavut",2021-10-07,329,7,1,0,1,25111,22117
81,"Ontario",2021-10-07,213578,3503,3913,33,4575,11346301,10729139
81,"Prince Edward Island",2021-10-07,4363,6,9,0,9,133762,124383
81,"Quebec",2021-10-07,193142,3882,3910,29,5121,6708650,6459362
81,"Repatriated travellers",2021-10-07,0,0,0,0,0,0,0
81,"Saskatchewan",2021-10-07,26824,3228,3107,31,4564,834412,748550
81,"Yukon",2021-10-07,476,44,32,0,38,32456,31030
82,"Alberta",2021-10-14,73679,5465,8754,105,13423,3203485,2896714
82,"British Columbia",2021-10-14,95302,4348,4625,59,5739,4115184,3853187
82,"Canada",2021-10-14,649124,20043,25940,277,35335,29429124,27771522
82,"Manitoba",2021-10-14,18960,588,501,11,962,1038086,990456
82,"New Brunswick",2021-10-14,16288,516,810,19,1104,631562,572630
82,"Newfoundland and Labrador",2021-10-14,6188,25,39,2,67,440564,405359
82,"Northwest Territories",2021-10-14,624,175,273,2,354,30717,28925
82,"Nova Scotia",2021-10-14,20639,133,155,0,198,799522,747435
82,"Nunavut",2021-10-14,282,3,3,0,7,25550,22393
82,"Ontario",2021-10-14,195790,2847,3529,19,4022,11401106,10832286
82,"Prince Edward Island",2021-10-14,4554,6,5,0,5,134593,125907
82,"Quebec",2021-10-14,197948,3741,3863,26,5114,6733702,6505644
82,"Repatriated travellers",2021-10-14,0,0,0,0,0,0,0
82,"Saskatchewan",2021-10-14,18870,2150,3343,34,4294,842569,759509
82,"Yukon",2021-10-14,735,46,40,0,46,32484,31077
83,"Alberta",2021-10-21,68035,4105,6129,67,10434,3229562,2964370
83,"British Columbia",2021-10-21,81111,4038,4153,45,5334,4134599,3898974
83,"Canada",2021-10-21,592672,16612,20919,237,29217,29582490,28072667
83,"Manitoba",2021-10-21,17431,708,588,5,926,1042822,997948
83,"New Brunswick",2021-10-21,9743,298,513,13,764,636188,582201
83,"Newfoundland and Labrador",2021-10-21,6752,86,30,1,53,447737,413833
83,"Northwest Territories",2021-10-21,409,131,167,1,250,31034,29198
83,"Nova Scotia",2021-10-21,18703,132,149,2,163,805627,755688
83,"Nunavut",2021-10-21,238,0,7,0,4,25898,22656
83,"Ontario",2021-10-21,185218,2564,2982,39,3356,11454409,10932976
83,"Prince Edward Island",2021-10-21,2937,2,7,0,7,135385,127089
83,"Quebec",2021-10-21,184681,2884,3818,30,4773,6756396,6542681
83,"Repatriated travellers",2021-10-21,0,0,0,0,0,0,0
83,"Saskatchewan",2021-10-21,17414,1645,2345,34,3104,850206,773862
83,"Yukon",2021-10-21,723,19,31,0,49,32627,31191
84,"Alberta",2021-10-28,64032,3146,5126,60,8387,3244251,3005696
84,"British Columbia",2021-10-28,100443,3548,3878,55,5325,4150753,3941769
84,"Canada",2021-10-28,594721,15703,17607,213,25326,29693707,28317282
84,"Manitoba",2021-10-28,16048,844,597,11,1153,1046884,1004618
84,"New Brunswick",2021-10-28,7375,313,381,7,550,639542,591407
84,"Newfoundland and Labrador",2021-10-28,3006,11,52,0,108,451476,419100
84,"Northwest Territories",2021-10-28,338,43,169,1,186,31250,29449
84,"Nova Scotia",2021-10-28,16393,164,129,1,171,809673,763168
84,"Nunavut",2021-10-28,207,0,0,0,0,26131,22905
84,"Ontario",2021-10-28,184213,2655,2516,24,3018,11497222,11020020
84,"Prince Edward Island",2021-10-28,2474,3,0,0,2,135917,128309
84,"Quebec",2021-10-28,185403,3659,2826,25,3981,6771573,6570881
84,"Repatriated travellers",2021-10-28,0,0,0,0,0,0,0
84,"Saskatchewan",2021-10-28,14789,1244,1890,29,2398,856287,788699
84,"Yukon",2021-10-28,636,73,43,0,47,32748,31261
85,"Alberta",2021-11-04,68557,3188,3842,31,6515,3258867,3042119
85,"British Columbia",2021-11-04,91980,3638,3689,42,4767,4164608,3973546
85,"Canada",2021-11-04,617474,17432,16399,155,23162,29786923,28511384
85,"Manitoba",2021-11-04,20368,1088,957,17,1145,1050396,1010471
85,"New Brunswick",2021-11-04,5008,358,266,2,465,641393,597326
85,"Newfoundland and Labrador",2021-11-04,0,24,43,0,67,453632,423344
85,"Northwest Territories",2021-11-04,372,65,54,1,61,31457,29734
85,"Nova Scotia",2021-11-04,21260,284,186,1,213,812111,768438
85,"Nunavut",2021-11-04,161,0,0,0,0,26300,23131
85,"Ontario",2021-11-04,194905,3520,2534,25,3189,11532131,11087188
85,"Prince Edward Island",2021-11-04,2933,4,4,0,5,136235,129147
85,"Quebec",2021-11-04,198514,4140,3422,19,4878,6784972,6593584
85,"Repatriated travellers",2021-11-04,0,0,0,0,0,0,0
85,"Saskatchewan",2021-11-04,13416,956,1330,17,1783,861466,801531
85,"Yukon",2021-11-04,987,167,72,0,74,33355,31825
86,"Alberta",2021-11-11,59775,2642,3089,40,6478,3272662,3076152
86,"British Columbia",2021-11-11,86124,2924,3870,47,5134,4175893,3997735
86,"Canada",2021-11-11,582939,16800,17167,182,25626,29873618,28686527
86,"Manitoba",2021-11-11,19787,973,989,8,1605,1053146,1014943
86,"New Brunswick",2021-11-11,6869,416,398,1,581,643061,602384
86,"Newfoundland and Labrador",2021-11-11,0,12,30,1,48,455271,427910
86,"Northwest Territories",2021-11-11,285,78,26,0,80,31457,29734
86,"Nova Scotia",2021-11-11,20409,217,255,3,277,814073,773297
86,"Nunavut",2021-11-11,228,0,0,0,0,26533,23377
86,"Ontario",2021-11-11,185157,4112,3386,39,4269,11565749,11150000
86,"Prince Edward Island",2021-11-11,2609,11,7,0,5,136689,130494
86,"Quebec",2021-11-11,190333,4472,3933,19,5543,6800246,6617994
86,"Repatriated travellers",2021-11-11,0,0,0,0,0,0,0
86,"Saskatchewan",2021-11-11,11363,753,1000,23,1428,865395,810613
86,"Yukon",2021-11-11,1236,190,184,1,178,33443,31894
87,"Alberta",2021-11-18,54568,2637,3098,27,5384,3290358,3111718
87,"British Columbia",2021-11-18,82564,2652,3049,32,3576,4185544,4019104
87,"Canada",2021-11-18,610304,18131,17515,148,23543,29967729,28862392
87,"Manitoba",2021-11-18,20090,1092,975,23,1404,1056316,1020089
87,"New Brunswick",2021-11-18,9267,543,415,1,567,644914,608093
87,"Newfoundland and Labrador",2021-11-18,0,11,19,1,29,457061,433648
87,"Northwest Territories",2021-11-18,330,28,113,0,114,31696,30197
87,"Nova Scotia",2021-11-18,21918,156,218,2,236,821401,785592
87,"Nunavut",2021-11-18,243,0,0,0,0,26819,23652
87,"Ontario",2021-11-18,193141,4804,4107,30,4872,11598644,11207402
87,"Prince Edward Island",2021-11-18,4059,28,1,0,10,137025,131492
87,"Quebec",2021-11-18,210780,5260,4436,18,6098,6815304,6640359
87,"Repatriated travellers",2021-11-18,0,0,0,0,0,0,0
87,"Saskatchewan",2021-11-18,13344,788,885,13,1099,869043,818968
87,"Yukon",2021-11-18,780,132,199,1,154,33604,32078
88,"Alberta",2021-11-25,25406,2209,2599,24,4969,3351130,3149338
88,"British Columbia",2021-11-25,81069,2478,2566,27,3240,4194552,4038459
88,"Canada",2021-11-25,606510,20704,18472,134,23113,30219807,29013366
88,"Manitoba",2021-11-25,19930,917,1039,22,1493,1066767,1024753
88,"New Brunswick",2021-11-25,10273,518,529,5,744,648231,612556
88,"Newfoundland and Labrador",2021-11-25,13238,17,8,0,20,461243,438506
88,"Northwest Territories",2021-11-25,330,6,35,0,43,32005,30423
88,"Nova Scotia",2021-11-25,22221,203,169,3,169,823590,790048
88,"Nunavut",2021-11-25,166,0,0,0,0,27082,23948
88,"Ontario",2021-11-25,206553,5748,4381,24,5552,11678129,11253853
88,"Prince Edward Island",2021-11-25,3851,17,23,0,37,137925,132263
88,"Quebec",2021-11-25,211537,8023,6264,15,5745,6879321,6661236
88,"Repatriated travellers",2021-11-25,0,0,0,0,0,0,0
88,"Saskatchewan",2021-11-25,11936,503,749,13,993,886045,825731
88,"Yukon",2021-11-25,459,65,110,1,108,33787,32252
89,"Alberta",2021-12-02,83801,2131,2593,16,4539,3365876,3153129
89,"British Columbia",2021-12-02,84424,2423,2490,29,3141,4231616,4055402
89,"Canada",2021-12-02,705321,23101,19080,138,26601,30604426,29077498
89,"Manitoba",2021-12-02,19587,1114,839,20,1346,1089070,1028839
89,"New Brunswick",2021-12-02,10277,638,525,8,692,655872,615268
89,"Newfoundland and Labrador",2021-12-02,3211,17,22,0,29,468499,441872
89,"Northwest Territories",2021-12-02,260,6,13,0,23,33175,30656
89,"Nova Scotia",2021-12-02,21797,159,200,0,214,833699,794254
89,"Nunavut",2021-12-02,171,2,0,0,0,27941,24149
89,"Ontario",2021-12-02,233712,7051,5411,40,6932,11809917,11257201
89,"Prince Edward Island",2021-12-02,3755,23,26,0,25,139463,132847
89,"Quebec",2021-12-02,231917,9059,6351,15,8869,7008027,6680470
89,"Repatriated travellers",2021-12-02,0,0,0,0,0,0,0
89,"Saskatchewan",2021-12-02,12409,436,553,9,733,907326,830938
89,"Yukon",2021-12-02,414,42,57,1,58,33945,32473
90,"Alberta",2021-12-09,57115,2189,2233,14,4094,3398445,3167778
90,"British Columbia",2021-12-09,89506,3010,2411,24,3013,4280705,4064965
90,"Canada",2021-12-09,763265,32661,21693,142,31285,30990291,29165573
90,"Manitoba",2021-12-09,21152,1227,1070,16,1613,1102066,1028187
90,"New Brunswick",2021-12-09,11366,924,555,8,893,663510,617303
90,"Newfoundland and Labrador",2021-12-09,3552,30,13,0,24,476178,444209
90,"Northwest Territories",2021-12-09,275,7,9,0,11,33654,30732
90,"Nova Scotia",2021-12-09,31223,833,133,0,194,852630,799215
90,"Nunavut",2021-12-09,190,0,1,0,2,29303,24419
90,"Ontario",2021-12-09,271098,10599,6235,49,8661,11944371,11289006
90,"Prince Edward Island",2021-12-09,6543,31,15,0,29,140731,133347
90,"Quebec",2021-12-09,259855,13316,8456,26,12085,7118234,6698801
90,"Repatriated travellers",2021-12-09,0,0,0,0,0,0,0
90,"Saskatchewan",2021-12-09,11390,450,517,5,622,915965,835154
90,"Yukon",2021-12-09,417,45,45,0,44,34499,32457
91,"Alberta",2021-12-16,61977,5083,2087,14,4212,3423483,3182120
91,"British Columbia",2021-12-16,108610,6926,2985,16,3986,4321212,4080226
91,"Canada",2021-12-16,971173,73659,28734,120,44444,31280821,29253083
91,"Manitoba",2021-12-16,21787,1943,1089,11,1741,1113721,1030971
91,"New Brunswick",2021-12-16,13555,1092,822,5,1239,672076,615634
91,"Newfoundland and Labrador",2021-12-16,10135,221,32,0,41,483543,446224
91,"Northwest Territories",2021-12-16,279,14,4,0,14,33892,30907
91,"Nova Scotia",2021-12-16,60021,3127,532,1,1111,864395,801522
91,"Nunavut",2021-12-16,227,0,1,0,1,29631,24314
91,"Ontario",2021-12-16,355491,24643,8981,40,14065,12038634,11319277
91,"Prince Edward Island",2021-12-16,5216,126,28,0,49,142326,133755
91,"Quebec",2021-12-16,322739,29956,11739,30,17400,7201341,6716078
91,"Repatriated travellers",2021-12-16,0,0,0,0,0,0,0
91,"Saskatchewan",2021-12-16,11136,482,389,3,544,921321,839538
91,"Yukon",2021-12-16,455,46,45,0,41,35246,32517
92,"Alberta",2021-12-23,64212,12543,2201,11,8359,3442633,3192081
92,"British Columbia",2021-12-23,115690,15500,6500,10,8935,4358089,4083118
92,"Canada",2021-12-23,1072751,177409,55393,140,101197,31469712,29326351
92,"Manitoba",2021-12-23,25118,5202,320,16,2933,1119954,1033967
92,"New Brunswick",2021-12-23,13778,1953,970,8,1565,675662,617456
92,"Newfoundland and Labrador",2021-12-23,20739,1048,160,0,321,485454,447320
92,"Northwest Territories",2021-12-23,563,0,0,0,19,33892,30907
92,"Nova Scotia",2021-12-23,45352,4175,2578,0,3844,868894,803331
92,"Nunavut",2021-12-23,581,71,0,0,3,29968,24364
92,"Ontario",2021-12-23,403981,64278,15536,38,32412,12114044,11352387
92,"Prince Edward Island",2021-12-23,3386,462,77,0,165,143342,133847
92,"Quebec",2021-12-23,367954,70721,26617,50,41807,7237198,6730721
92,"Repatriated travellers",2021-12-23,0,0,0,0,0,0,0
92,"Saskatchewan",2021-12-23,11397,1413,388,7,789,925019,844258
92,"Yukon",2021-12-23,424,43,46,0,45,35563,32594
93,"Alberta",2021-12-30,73558,26503,6680,23,21568,3456323,3199623
93,"British Columbia",2021-12-30,106177,23837,9415,8,17850,4375218,4091526
93,"Canada",2021-12-30,1119410,292204,138899,271,233947,31574216,29382909
93,"Manitoba",2021-12-30,28611,11565,191,18,8408,1122812,1035682
93,"New Brunswick",2021-12-30,17685,5327,874,11,2842,677537,618065
93,"Newfoundland and Labrador",2021-12-30,29176,3179,623,2,1435,485985,447752
93,"Northwest Territories",2021-12-30,709,405,42,0,105,34101,31025
93,"Nova Scotia",2021-12-30,39271,5904,4312,0,5106,872959,804519
93,"Nunavut",2021-12-30,1618,174,14,0,89,30309,24375
93,"Ontario",2021-12-30,437506,102191,45072,81,86754,12160616,11375604
93,"Prince Edward Island",2021-12-30,1357,1062,210,0,680,143567,133985
93,"Quebec",2021-12-30,368273,107889,70360,118,86866,7251365,6739083
93,"Repatriated travellers",2021-12-30,0,0,0,0,0,0,0
93,"Saskatchewan",2021-12-30,15469,3853,1043,9,2176,927823,849007
93,"Yukon",2021-12-30,1152,315,63,1,68,35601,32663
94,"Alberta",2022-01-06,98668,40196,16129,34,39897,3473133,3210508
94,"British Columbia",2022-01-06,95489,18184,9498,28,32777,4400247,4101646
94,"Canada",2022-01-06,1045827,262710,224207,558,376659,31719560,29484406
94,"Manitoba",2022-01-06,36011,16356,125,27,21364,1128297,1039309
94,"New Brunswick",2022-01-06,15994,2904,2663,6,7269,681137,619841
94,"Newfoundland and Labrador",2022-01-06,31482,4377,1596,3,4066,488197,448695
94,"Northwest Territories",2022-01-06,672,972,209,0,527,34201,31075
94,"Nova Scotia",2022-01-06,35568,5674,5446,6,6636,875792,804855
94,"Nunavut",2022-01-06,1514,115,160,0,244,30624,24509
94,"Ontario",2022-01-06,370800,77999,79648,193,135313,12221966,11424776
94,"Prince Edward Island",2022-01-06,337,1343,799,0,1491,144370,134208
94,"Quebec",2022-01-06,335272,86619,104362,260,121621,7272970,6754031
94,"Repatriated travellers",2022-01-06,0,0,0,0,0,0,0
94,"Saskatchewan",2022-01-06,24020,7466,3205,1,5235,932891,858250
94,"Yukon",2022-01-06,1170,505,367,0,317,35735,32703
